"Age","Year","Sex","Num_thousands","median_current","median_2019","diff_real","rate_real","norm_first","norm_last"
"15+",1979,"Male",78129,11779,38800,-635,-0.0161024470647902,173.299388092367,87.5648837734146
"15+",1980,"Male",78661,12530,37117,-1683,-0.0433762886597938,165.782303809907,83.7666440983977
"15+",1981,"Male",79688,13473,36467,-650,-0.017512191179244,162.879092411452,82.2997066125028
"15+",1982,"Male",79722,13950,35608,-859,-0.0235555433679765,159.042386886417,80.3610923042203
"15+",1983,"Male",80909,14631,35816,208,0.00584138395866097,159.971414533923,80.8305122997066
"15+",1984,"Male",82183,15600,36663,847,0.0236486486486486,163.754522310063,82.7420446851726
"15+",1985,"Male",83631,16311,37062,399,0.0108829064724654,165.536647460807,83.6425186188219
"15+",1986,"Male",84471,17114,38217,1155,0.0311639954670552,170.695430791907,86.249153689912
"15+",1987,"Male",85713,17786,38397,180,0.00470994583562289,171.499397025325,86.6553825321598
"15+",1988,"Male",86584,18908,39396,999,0.0260176576295023,175.961409620796,88.9099526066351
"15+",1989,"Male",87454,19893,39712,316,0.00802111889531932,177.372817008352,89.6231099074701
"15+",1990,"Male",88220,20293,38607,-1105,-0.0278253424657534,172.43735763098,87.1293161814489
"15+",1991,"Male",88653,20469,37575,-1032,-0.0267309037221229,167.827951226048,84.8002708192282
"15+",1992,"Male",90175,20455,36638,-937,-0.0249367930805057,163.642860333199,82.6856240126382
"15+",1993,"Male",90194,21102,36867,229,0.00625034117582837,164.66568404127,83.2024373730535
"15+",1994,"Male",91254,21720,37171,304,0.00824585672823935,166.023493679932,83.888512751072
"15+",1995,"Male",92066,22562,37703,532,0.0143122326544887,168.39966054759,85.0891446626044
"15+",1996,"Male",93439,23834,38796,1093,0.0289897355648092,173.281522176069,87.5558564658091
"15+",1997,"Male",94168,25212,40171,1375,0.0354417981235179,179.422930903569,90.658993455202
"15+",1998,"Male",94948,26492,41646,1475,0.0367180304199547,186.010987538523,93.9878131347326
"15+",1999,"Male",97063,27293,42011,365,0.00876434711616962,187.641252400732,94.811554953735
"15+",2000,"Male",98504,28343,42195,184,0.00437980528909095,188.463084550449,95.2268111035884
"15+",2001,"Male",98873,29101,42124,-71,-0.00168266382272781,188.145964536156,95.0665763935906
"15+",2002,"Male",99788,29238,41666,-458,-0.0108726616655588,186.100317120014,94.0329496727601
"15+",2003,"Male",100769,29931,41706,40,0.000960015360245764,186.278976282996,94.1232227488152
"15+",2004,"Male",101772,30516,41403,-303,-0.00726514170622932,184.925633123409,93.439404197698
"15+",2005,"Male",102986,31275,41042,-361,-0.00871917493901408,183.313234177498,92.6246896863011
"15+",2006,"Male",103909,32265,41012,-30,-0.000730958530286048,183.179239805262,92.5569848792598
"15+",2007,"Male",104789,33196,41032,20,0.000487662147664098,183.268569386752,92.6021214172873
"15+",2008,"Male",105428,33161,39472,-1560,-0.038019107038409,176.300862030461,89.0814714511397
"15+",2009,"Male",105025,32184,38443,-1029,-0.026069112282124,171.704855062754,86.7591965696231
"15+",2010,"Male",105191,32205,37844,-599,-0.0155815102879588,169.029434097101,85.4073572556985
"15+",2011,"Male",106228,32986,37577,-267,-0.00705527956875595,167.836884184198,84.8047844730309
"15+",2012,"Male",107534,33904,37822,245,0.00651994571147244,168.931171557461,85.3577070638682
"15+",2013,"Male",109937,35630,39167,1345,0.035561313521231,174.938585912725,88.3931392462198
"15+",2014,"Male",110372,36302,39241,74,0.00188934562259045,175.269105364241,88.5601444369217
"15+",2015,"Male",112322,37138,40076,835,0.0212787645574781,178.998615391487,90.4445948995712
"15+",2016,"Male",113158,38869,41410,1334,0.0332867551651861,184.956898476931,93.4552019860077
"15+",2017,"Male",114849,40396,42130,720,0.0173871045641149,188.172763410603,95.0801173549989
"15+",2018,"Male",115219,41615,42369,239,0.00567291716116781,189.24025190942,95.6194989844279
"15+",2019,"Male",116561,44310,44310,1941,0.0458117963605466,197.909687793113,100
"15-24",1974,"Male",16237,2713,12720,NA,NA,100,89.1755468311834
"15-24",1975,"Male",15814,2846,12330,-390,-0.0306603773584906,96.9339622641509,86.4413909141896
"15-24",1976,"Male",16367,2971,12172,-158,-0.0128142741281427,95.6918238993711,85.3337072349972
"15-24",1977,"Male",16595,3237,12474,302,0.0248110417351298,98.0660377358491,87.4509254066181
"15-24",1978,"Male",17161,3652,13170,696,0.0557960557960558,103.537735849057,92.3303421200224
"15-24",1979,"Male",17436,4256,14019,849,0.0644646924829157,110.212264150943,98.2823892316321
"15-24",1980,"Male",16971,4597,13617,-402,-0.0286753691418789,107.051886792453,95.4641054402692
"15-24",1981,"Male",16775,3072,8315,-5302,-0.38936623338474,65.3694968553459,58.293606281548
"15-24",1982,"Male",15996,4427,11300,2985,0.358989777510523,88.8364779874214,79.2204150308469
"15-24",1983,"Male",15868,4284,10487,-813,-0.0719469026548673,82.4449685534591,73.5207515423444
"15-24",1984,"Male",15571,4709,11067,580,0.055306570039096,87.0047169811321,77.586932136848
"15-24",1985,"Male",15403,4995,11350,283,0.0255715189301527,89.2295597484277,79.5709478407179
"15-24",1986,"Male",14998,5283,11797,447,0.0393832599118943,92.7437106918239,82.7047111609647
"15-24",1987,"Male",14976,5457,11781,-16,-0.00135627701958125,92.6179245283019,82.5925406618059
"15-24",1988,"Male",14595,5843,12174,393,0.0333587980646804,95.7075471698113,85.347728547392
"15-24",1989,"Male",14217,6313,12603,429,0.0352390340068999,99.0801886792453,88.3553000560853
"15-24",1990,"Male",13976,6319,12022,-581,-0.0461001348885186,94.5125786163522,84.2821088053842
"15-24",1991,"Male",13516,6281,11530,-492,-0.0409249708867077,90.6446540880503,80.8328659562535
"15-24",1992,"Male",14304,6297,11279,-251,-0.0217692974848222,88.6713836477987,79.0731912507011
"15-24",1993,"Male",13774,6429,11232,-47,-0.00416703608475929,88.3018867924528,78.7436904094223
"15-24",1994,"Male",13708,7048,12062,830,0.0738960113960114,94.8270440251572,84.562535053281
"15-24",1995,"Male",13802,6913,11552,-510,-0.04228154534903,90.8176100628931,80.9871003925967
"15-24",1996,"Male",14016,6960,11329,-223,-0.0193040166204986,89.064465408805,79.4237240605721
"15-24",1997,"Male",13905,7468,11899,570,0.0503133551063642,93.5455974842767,83.4197980931015
"15-24",1998,"Male",14079,8190,12875,976,0.0820236994705437,101.21855345912,90.2621985417835
"15-24",1999,"Male",14268,8350,12853,-22,-0.00170873786407767,101.045597484277,90.1079641054403
"15-24",2000,"Male",14645,9546,14211,1358,0.105656267019373,111.721698113208,99.6284352215367
"15-24",2001,"Male",14484,9301,13463,-748,-0.0526352825276194,105.841194968553,94.3844643858665
"15-24",2002,"Male",14120,9642,13740,277,0.0205749090098789,108.018867924528,96.3264161525519
"15-24",2003,"Male",14237,9961,13880,140,0.0101892285298399,109.119496855346,97.3079080201907
"15-24",2004,"Male",14202,10082,13679,-201,-0.0144812680115274,107.539308176101,95.8987661245093
"15-24",2005,"Male",14182,10469,13739,60,0.00438628554718912,108.011006289308,96.3194054963545
"15-24",2006,"Male",14093,10964,13936,197,0.0143387437222505,109.559748427673,97.7005047672462
"15-24",2007,"Male",14142,11209,13855,-81,-0.00581228473019518,108.922955974843,97.1326416152552
"15-24",2008,"Male",13775,10778,12829,-1026,-0.0740526885600866,100.856918238994,89.9397083567022
"15-24",2009,"Male",13280,10036,11988,-841,-0.0655546028529114,94.2452830188679,84.0437464946719
"15-24",2010,"Male",12950,9907,11642,-346,-0.0288621955288622,91.5251572327044,81.6180594503646
"15-24",2011,"Male",13086,10518,11982,340,0.0292046040199278,94.1981132075472,84.0016825574874
"15-24",2012,"Male",13271,10869,12125,143,0.0119345685194458,95.3223270440252,85.0042063937184
"15-24",2013,"Male",14016,11542,12688,563,0.0464329896907216,99.748427672956,88.951205832866
"15-24",2014,"Male",13619,11461,12389,-299,-0.0235655737704918,97.3977987421384,86.8550196298373
"15-24",2015,"Male",13956,11702,12628,239,0.0192913068044233,99.2767295597484,88.5305664610208
"15-24",2016,"Male",13789,12396,13206,578,0.0457713018688628,103.820754716981,92.5827257431296
"15-24",2017,"Male",13809,13734,14324,1118,0.0846584885658034,112.610062893082,100.420639371845
"15-24",2018,"Male",13343,15224,15500,1176,0.0820999720748394,121.85534591195,108.665171060011
"15-24",2019,"Male",13544,14264,14264,-1236,-0.079741935483871,112.138364779874,100
"25-34",1947,"Male",10794,2449,24588,NA,NA,100,58.2488391926466
"25-34",1948,"Male",10774,2724,25323,735,0.0298926305514885,102.989263055149,59.9900502226855
"25-34",1949,"Male",11154,2754,25922,599,0.0236543853413893,105.425410769481,61.4090779873022
"25-34",1950,"Male",10851,2961,27526,1604,0.0618779415168583,111.948918171466,65.2089453236047
"25-34",1951,"Male",11032,3288,28328,802,0.0291360895153673,115.210671872458,67.1088789917559
"25-34",1952,"Male",11268,3493,29553,1225,0.0432434340581757,120.192776964373,70.010897375154
"25-34",1953,"Male",11121,3709,31171,1618,0.0547490948465469,126.773222710265,73.8439306358381
"25-34",1954,"Male",11151,3664,30520,-651,-0.020884796766225,124.125589718562,72.3017151520895
"25-34",1955,"Male",11215,3886,32513,1993,0.0653014416775885,132.231169676265,77.0231213872832
"25-34",1956,"Male",11025,4211,34692,2179,0.0670193461077108,141.093216203026,82.1851606178338
"25-34",1957,"Male",10973,4372,34874,182,0.00524616626311542,141.833414673825,82.6163176347958
"25-34",1958,"Male",10898,4459,34615,-259,-0.00742673625050181,140.780055311534,82.0027480337345
"25-34",1959,"Male",10790,4747,36549,1934,0.0558717319081323,148.645680819912,86.5843835876054
"25-34",1960,"Male",10715,4904,37150,601,0.0164436783496128,151.089962583374,88.0081493414195
"25-34",1961,"Male",10458,5045,37838,688,0.0185195154777927,153.888075483976,89.6380176253198
"25-34",1962,"Male",10414,5214,38719,881,0.0232834716422644,157.47112412559,91.7251018667677
"25-34",1963,"Male",10450,5470,40067,1348,0.0348149487331801,162.953473238978,94.918506585805
"25-34",1964,"Male",10346,5733,41429,1362,0.0339930616217835,168.492760696275,98.1450772292239
"25-34",1965,"Male",10428,6007,42753,1324,0.0319582900866543,173.877501220107,101.281626077893
"25-34",1966,"Male",10610,6507,45035,2282,0.0533763712488013,183.158451277046,106.687671752108
"25-34",1967,"Male",11088,6799,45630,595,0.0132119462640169,185.578330893119,108.09722353833
"25-34",1968,"Male",11498,7331,47343,1713,0.0375410913872452,192.54514397267,112.15531128589
"25-34",1969,"Male",11943,7974,49297,1954,0.0412732610945652,200.492109972344,116.784326731735
"25-34",1970,"Male",12245,8256,48645,-652,-0.0132259569547843,197.840409956076,115.239742253388
"25-34",1971,"Male",12878,8562,48330,-315,-0.00647548566142461,196.559297218155,114.4935089548
"25-34",1972,"Male",13462,9218,50518,2188,0.0452720877301883,205.457946966,119.676869136738
"25-34",1973,"Male",14075,10088,52029,1511,0.0299101310424007,211.603221083455,123.256419975362
"25-34",1974,"Male",14641,10483,49151,-2878,-0.0553153049260989,199.898324385879,116.438453520326
"25-34",1975,"Male",15103,11037,47819,-1332,-0.0271001607291815,194.481047665528,113.282952714868
"25-34",1976,"Male",15678,11717,48003,184,0.00384784290763086,195.229380185456,113.718847721027
"25-34",1977,"Male",16069,12361,47635,-368,-0.00766618752994605,193.732715145599,112.847057708708
"25-34",1978,"Male",16508,13410,48361,726,0.0152408943004094,196.685374979665,114.566947787359
"25-34",1979,"Male",17789,14672,48329,-32,-0.000661690204917185,196.55523019359,114.491139960201
"25-34",1980,"Male",18284,15580,46152,-2177,-0.04504541786505,187.701317715959,109.333838718848
"25-34",1981,"Male",18723,16092,43556,-2596,-0.0562489166233316,177.143321945665,103.183928740642
"25-34",1982,"Male",18833,16416,41903,-1653,-0.03795114335568,170.420530340003,99.2679806690041
"25-34",1983,"Male",19299,16805,41138,-765,-0.018256449418896,167.30925654791,97.4556998010045
"25-34",1984,"Male",19775,18093,42522,1384,0.0336428606154893,172.938018545632,100.734388325595
"25-34",1985,"Male",20464,18662,42403,-119,-0.00279855133813085,172.454042622417,100.45247796835
"25-34",1986,"Male",20600,19162,42791,388,0.00915029596962479,174.032048153571,101.371647872643
"25-34",1987,"Male",20783,19927,43019,228,0.00532822322450983,174.959329754352,101.911778641145
"25-34",1988,"Male",20912,20782,43301,282,0.00655524303214859,176.106230681633,102.579835117976
"25-34",1989,"Male",20998,21367,42655,-646,-0.014918824045634,173.478932812754,101.049464607221
"25-34",1990,"Male",20856,21393,40700,-1955,-0.0458328449185324,165.527899788515,96.4180801667772
"25-34",1991,"Male",20523,21595,39642,-1058,-0.025995085995086,161.224987798926,93.9116838813608
"25-34",1992,"Male",20578,21497,38504,-1138,-0.0287069269966197,156.596713844152,91.2157680280489
"25-34",1993,"Male",20178,21927,38309,-195,-0.00506440889258259,155.80364405401,90.7538140813039
"25-34",1994,"Male",19976,22606,38687,378,0.00986713304967501,157.340979339515,91.6492940396096
"25-34",1995,"Male",19617,23609,39453,766,0.0197999327939618,160.456320156174,93.4639439022079
"25-34",1996,"Male",19354,25179,40985,1532,0.0388310141180645,166.687001789491,97.0932436274045
"25-34",1997,"Male",18936,25996,41420,435,0.0106136391362694,168.456157475191,98.1237562778357
"25-34",1998,"Male",18330,28117,44201,2781,0.0671414775470787,179.766552789979,104.711930256799
"25-34",1999,"Male",18701,29377,45218,1017,0.023008529218796,183.902716772409,107.121197763669
"25-34",2000,"Male",18618,30254,45040,-178,-0.0039364854703879,183.17878639987,106.699516725102
"25-34",2001,"Male",18533,30510,44164,-876,-0.019449378330373,179.61607288108,104.624277456647
"25-34",2002,"Male",18695,30677,43716,-448,-0.0101440086948646,177.794045876037,103.562967876433
"25-34",2003,"Male",18684,30562,42585,-1131,-0.0258715344496294,173.194241093216,100.883634985312
"25-34",2004,"Male",18726,30992,42049,-536,-0.0125865915228367,171.014315926468,99.6138538804131
"25-34",2005,"Male",18897,31161,40893,-1156,-0.0274917358320055,166.312835529527,96.8752961243248
"25-34",2006,"Male",19045,32131,40842,-51,-0.0012471572151713,166.10541727672,96.7544773997915
"25-34",2007,"Male",19017,32875,40635,-207,-0.00506831203173204,165.263543191801,96.2640955178622
"25-34",2008,"Male",19316,33415,39775,-860,-0.0211640211640212,161.765902066048,94.2267601629868
"25-34",2009,"Male",19281,31914,38121,-1654,-0.0415839094908862,155.039043435822,90.3084430967497
"25-34",2010,"Male",18806,31941,37534,-587,-0.0153983368746885,152.651700016268,88.9178432673174
"25-34",2011,"Male",18883,32581,37116,-418,-0.0111365695103107,150.95168374817,87.927603525064
"25-34",2012,"Male",19183,34113,38055,939,0.0252990623989654,154.770619814544,90.152089453236
"25-34",2013,"Male",19844,34402,37817,-238,-0.00625410589935619,153.802667968115,89.5882687387473
"25-34",2014,"Male",19848,36097,39020,1203,0.0318110902504165,158.695298519603,92.4381692409741
"25-34",2015,"Male",20332,37225,40170,1150,0.0294720656073808,163.372376769156,95.1625130294703
"25-34",2016,"Male",20710,38152,40646,476,0.0118496390341051,165.308280462014,96.2901544584478
"25-34",2017,"Male",20982,40575,42317,1671,0.0411110564385179,172.104278509842,100.248744432863
"25-34",2018,"Male",21308,41646,42401,84,0.00198501784152941,172.445908573288,100.447739979153
"25-34",2019,"Male",21232,42212,42212,-189,-0.00445744204146129,171.677240930535,100
"35-44",1947,"Male",9734,2845,28564,NA,NA,100,49.9982496061614
"35-44",1948,"Male",9816,3046,28317,-247,-0.00864724828455398,99.1352751715446,49.5659023280238
"35-44",1949,"Male",9962,2951,27776,-541,-0.0191051311932761,97.2412827335107,48.6189392613338
"35-44",1950,"Male",9935,3254,30250,2474,0.0890697004608295,105.902534659011,52.9494136180641
"35-44",1951,"Male",10159,3617,31162,912,0.0301487603305785,109.095364794847,54.5457727988797
"35-44",1952,"Male",10607,3709,31381,219,0.00702779025736474,109.862064136676,54.9291090495362
"35-44",1953,"Male",10699,3978,33431,2050,0.0653261527675982,117.038930121832,58.5174164186942
"35-44",1954,"Male",10738,4051,33743,312,0.00933265531991266,118.13121411567,59.0635392963417
"35-44",1955,"Male",10946,4255,35600,1857,0.0550336366061109,124.632404425151,62.3140206546473
"35-44",1956,"Male",11010,4575,37691,2091,0.0587359550561798,131.95280773001,65.9740941711885
"35-44",1957,"Male",11128,4745,37849,158,0.00419198217081001,132.505951547402,66.2506563976895
"35-44",1958,"Male",11294,4924,38224,375,0.00990779148722555,133.81879288615,66.9070540871696
"35-44",1959,"Male",11443,5320,40961,2737,0.0716042277103391,143.400784203893,71.6978820234553
"35-44",1960,"Male",11398,5529,41885,924,0.0225580430165279,146.635625262568,73.3152459303343
"35-44",1961,"Male",11452,5726,42945,1060,0.0253073892801719,150.346590113429,75.1706633992648
"35-44",1962,"Male",11593,5987,44460,1515,0.0352776807544534,155.650469121972,77.8225100647646
"35-44",1963,"Male",11615,6233,45656,1196,0.0269005847953216,159.837557765019,79.9159810957465
"35-44",1964,"Male",11557,6500,46972,1316,0.0288242509199229,164.444755636465,82.2194993873622
"35-44",1965,"Male",11490,6714,47785,813,0.0173081835987397,167.290995658871,83.6425695781551
"35-44",1966,"Male",11381,7305,50558,2773,0.058030762791671,176.999019745134,88.4964116926308
"35-44",1967,"Male",11294,7636,51247,689,0.0136279124965386,179.411146898194,89.7024330474357
"35-44",1968,"Male",11095,8280,53472,2225,0.0434171756395496,187.200672174765,93.5970593383511
"35-44",1969,"Male",11039,9045,55919,2447,0.0457622681029324,195.767399523876,97.8802730614388
"35-44",1970,"Male",10913,9465,55768,-151,-0.0027003344122749,195.23876207814,97.6159635918082
"35-44",1971,"Male",10909,9967,56261,493,0.00884019509396069,196.964710824814,98.4789077542447
"35-44",1972,"Male",10854,11035,60476,4215,0.0749186825687421,211.721047472343,105.856817784001
"35-44",1973,"Male",10926,12030,62045,1569,0.0259441762021298,217.213975633665,108.603185716786
"35-44",1974,"Male",10913,12601,59082,-2963,-0.0477556612136353,206.840778602437,103.416768772974
"35-44",1975,"Male",11026,13331,57757,-1325,-0.02242645814292,202.20207253886,101.097496936811
"35-44",1976,"Male",11117,14326,58691,934,0.0161712000277023,205.471922699902,102.732364782076
"35-44",1977,"Male",11492,15604,60132,1441,0.0245523163687789,210.516734350931,105.254682303518
"35-44",1978,"Male",11852,16572,59764,-368,-0.00611986962016896,209.22839938384,104.610537370908
"35-44",1979,"Male",12325,18344,60424,660,0.0110434375209156,211.539000140036,105.765797304393
"35-44",1980,"Male",12659,20037,59354,-1070,-0.0177081954190388,207.793026186809,103.892875897077
"35-44",1981,"Male",13251,21117,57157,-2197,-0.03701519695387,200.101526396863,100.047260633643
"35-44",1982,"Male",13852,21649,55260,-1897,-0.0331892856518012,193.460299677916,96.7267635217924
"35-44",1983,"Male",14458,22440,54933,-327,-0.00591748099891422,192.315502030528,96.1543847365657
"35-44",1984,"Male",15075,24566,57735,2802,0.0510075910654798,202.125052513654,101.058988272361
"35-44",1985,"Male",15694,25358,57618,-117,-0.00202650038971161,201.715446015964,100.854192193243
"35-44",1986,"Male",16289,26172,58445,827,0.0143531535284113,204.610698781683,102.301767897777
"35-44",1987,"Male",16803,27042,58379,-66,-0.00112926683206433,204.379638706064,102.186241904428
"35-44",1988,"Male",17400,28545,59475,1096,0.0187738741670806,208.216636325445,104.104673551549
"35-44",1989,"Male",18073,29437,58765,-710,-0.0119377889869693,205.730990057415,102.861893926133
"35-44",1990,"Male",18755,29773,56642,-2123,-0.03612694631158,198.298557624982,99.1458078067565
"35-44",1991,"Male",19162,29301,53788,-2854,-0.0503866388898697,188.30695980955,94.1501837913531
"35-44",1992,"Male",19657,29491,52823,-965,-0.0179408046404402,184.928581431172,92.4610537370909
"35-44",1993,"Male",19948,30342,53011,188,0.00355905571436685,185.586752555664,92.7901277787502
"35-44",1994,"Male",20386,30707,52551,-460,-0.00867744430401238,183.9763338468,91.9849466129879
"35-44",1995,"Male",20773,31420,52506,-45,-0.000856311012159616,183.81879288615,91.9061788902503
"35-44",1996,"Male",21181,32167,52360,-146,-0.00278063459414162,183.307659991598,91.6506213898127
"35-44",1997,"Male",21456,32851,52342,-18,-0.000343773873185638,183.244643607338,91.6191143007177
"35-44",1998,"Male",21539,35177,55299,2957,0.0564938290474189,193.596835177146,96.7950288814983
"35-44",1999,"Male",21371,36397,56024,725,0.0131105444944755,196.134995098726,98.0640644144933
"35-44",2000,"Male",21460,37922,56456,432,0.00771098100813937,197.647388320963,98.8202345527744
"35-44",2001,"Male",21166,38340,55498,-958,-0.0169689669831373,194.293516314242,97.1433572553825
"35-44",2002,"Male",20979,37892,53998,-1500,-0.0270280010090454,189.042150959249,94.5177664974619
"35-44",2003,"Male",20781,39195,54615,617,0.0114263491240416,191.20221257527,95.5977594958866
"35-44",2004,"Male",20611,40534,54995,380,0.00695779547743294,192.532558465201,96.2629091545598
"35-44",2005,"Male",20566,40964,53757,-1238,-0.0225111373761251,188.198431592214,94.095921582356
"35-44",2006,"Male",20374,42637,54196,439,0.00816637833212419,189.735331186108,94.8643444775074
"35-44",2007,"Male",20108,45018,55644,1448,0.0267178389549044,194.804649208794,97.3989147558201
"35-44",2008,"Male",19733,44189,52599,-3045,-0.0547228811731723,184.14437753816,92.0689655172414
"35-44",2009,"Male",19087,42224,50436,-2163,-0.0411224547995209,176.571908696261,88.28286364432
"35-44",2010,"Male",18723,42232,49627,-809,-0.016040130065826,173.739672314802,86.8667950288815
"35-44",2011,"Male",18612,43967,50086,459,0.00924899752151047,175.346590113429,87.6702258008052
"35-44",2012,"Male",18583,45224,50450,364,0.0072674999001717,176.620921439574,88.3073691580606
"35-44",2013,"Male",18671,46299,50895,445,0.00882061446977205,178.178826494889,89.0862944162436
"35-44",2014,"Male",18570,46573,50344,-551,-0.0108262108262108,176.249824954488,88.1218274111675
"35-44",2015,"Male",18733,49845,53788,3444,0.0684093437152392,188.30695980955,94.1501837913531
"35-44",2016,"Male",18793,51443,54806,1018,0.0189261545326095,191.870886430472,95.9320847190618
"35-44",2017,"Male",19204,52403,54653,-153,-0.00279166514615188,191.335247164263,95.6642744617539
"35-44",2018,"Male",19315,53957,54935,282,0.00515982654200135,192.322503851001,96.157885524243
"35-44",2019,"Male",19543,57130,57130,2195,0.0399563120050969,200.007001820473,100
"45-54",1947,"Male",8130,2681,26917,NA,NA,100,44.0374327176349
"45-54",1948,"Male",8185,2828,26290,-627,-0.023293829178586,97.6706170821414,43.0116322824469
"45-54",1949,"Male",8342,2751,25894,-396,-0.0150627615062762,96.1994278708623,42.3637583233807
"45-54",1950,"Male",8410,3091,28735,2841,0.109716536649417,106.754095924509,47.011763166075
"45-54",1951,"Male",8502,3280,28259,-476,-0.0165651644336175,104.985696771557,46.2330055789146
"45-54",1952,"Male",8689,3486,29494,1235,0.0437028911143353,109.573875246127,48.2535215876184
"45-54",1953,"Male",8866,3816,32070,2576,0.0873397979250017,119.144035367983,52.4679744122507
"45-54",1954,"Male",8985,3811,31744,-326,-0.0101652634861241,117.932904855667,51.934623627767
"45-54",1955,"Male",9151,4138,34621,2877,0.0906313004032258,128.621317383066,56.6415261031036
"45-54",1956,"Male",9313,4311,35516,895,0.0258513618901823,131.946353605528,58.1057866924071
"45-54",1957,"Male",9499,4494,35847,331,0.00931974321432594,133.176059739198,58.6473177036467
"45-54",1958,"Male",9643,4501,34941,-906,-0.0252740815130973,129.810157149757,57.1650606154803
"45-54",1959,"Male",9850,4852,37357,2416,0.0691451303626113,138.785897388268,61.1177461839242
"45-54",1960,"Male",10016,5180,39241,1884,0.0504323152287389,145.785191514656,64.2000556255419
"45-54",1961,"Male",10057,5321,39908,667,0.0169975280956143,148.263179403351,65.2912978747771
"45-54",1962,"Male",10157,5622,41749,1841,0.0461311015335271,155.102723186091,68.3032573662942
"45-54",1963,"Male",10335,5828,42690,941,0.0225394620230425,158.598655125014,69.8427760417519
"45-54",1964,"Male",10439,6075,43901,1211,0.0283672991332865,163.097670617082,71.8240269620274
"45-54",1965,"Male",10517,6363,45287,1386,0.0315710348283638,168.246832856559,74.0915858187589
"45-54",1966,"Male",10618,6918,47879,2592,0.0572349680923885,177.87643496675,78.33221536901
"45-54",1967,"Male",10752,7378,49515,1636,0.0341694688694417,183.954378273953,81.0087855635358
"45-54",1968,"Male",10857,7803,50392,877,0.0177118045036858,187.212542259539,82.4435973365182
"45-54",1969,"Male",10992,8619,53285,2893,0.0574099063343388,197.960396775272,87.1766765374736
"45-54",1970,"Male",11084,9173,54047,762,0.0143004597916862,200.791321469703,88.4233430950706
"45-54",1971,"Male",11121,9653,54488,441,0.00815956482320943,202.429691273173,89.1448390949397
"45-54",1972,"Male",11157,10771,59029,4541,0.083339450888269,219.300070587361,96.5741210346351
"45-54",1973,"Male",11274,11671,60194,1165,0.0197360619356587,223.628190362968,98.4801138687564
"45-54",1974,"Male",11288,12283,57591,-2603,-0.0432435126424561,213.957721885797,94.2214878196424
"45-54",1975,"Male",11192,13207,57220,-371,-0.00644197878140682,212.579410781291,93.6145149943556
"45-54",1976,"Male",11147,14094,57741,521,0.00910520796924152,214.514990526433,94.4668946223189
"45-54",1977,"Male",11026,15331,59080,1339,0.0231897611749017,219.489541925177,96.6575593475451
"45-54",1978,"Male",10929,16574,59771,691,0.0116960054163846,222.056692796374,97.7880666852085
"45-54",1979,"Male",10808,18215,60000,229,0.00383128942129126,222.907456254412,98.1627210706281
"45-54",1980,"Male",10703,19974,59168,-832,-0.0138666666666667,219.816472861017,96.8015313384487
"45-54",1981,"Male",10597,21022,56900,-2268,-0.0383315305570579,211.3905710146,93.090980481979
"45-54",1982,"Male",10501,21543,54989,-1911,-0.033585237258348,204.290968532897,89.9644978158795
"45-54",1983,"Male",10531,23115,56585,1596,0.0290239866155049,210.220306869265,92.5756261963582
"45-54",1984,"Male",10628,24589,57789,1204,0.0212777237783865,214.693316491437,94.5454247991754
"45-54",1985,"Male",10768,25845,58724,935,0.0161795497413002,218.166957684735,96.0751272025261
"45-54",1986,"Male",10966,27756,61982,3258,0.0554798719433281,230.270832559349,101.405362956661
"45-54",1987,"Male",11398,28487,61499,-483,-0.007792584944016,228.476427536501,100.615153052043
"45-54",1988,"Male",11702,29578,61628,129,0.00209759508284688,228.955678567448,100.826202902344
"45-54",1989,"Male",12088,30962,61809,181,0.0029369766989031,229.628116060482,101.122327110908
"45-54",1990,"Male",12209,31007,58990,-2819,-0.0456082447540002,219.155180740796,96.5103152659392
"45-54",1991,"Male",12891,31779,58336,-654,-0.0110866248516698,216.725489467623,95.4403416062693
"45-54",1992,"Male",13612,32181,57641,-695,-0.0119137410861218,214.143478099342,94.3032900872012
"45-54",1993,"Male",14090,33154,57923,282,0.00489235093076109,215.191143143738,94.7646548762332
"45-54",1994,"Male",14714,34933,59783,1860,0.0321115964297429,222.101274287625,97.8076992294226
"45-54",1995,"Male",14920,35586,59468,-315,-0.00526905642072161,220.931010142289,97.2923449438019
"45-54",1996,"Male",15748,36232,58977,-491,-0.00825654133315397,219.106884125274,96.4890466763739
"45-54",1997,"Male",16203,37624,59947,970,0.0164470895433813,222.710554668054,98.0760106670157
"45-54",1998,"Male",16821,38922,61186,1239,0.0206682569603149,227.313593639707,100.103070857124
"45-54",1999,"Male",17793,40804,62807,1621,0.0264929885921616,233.335810082847,102.755100371382
"45-54",2000,"Male",18488,41039,61096,-1711,-0.027242186380499,226.979232455326,99.9558267755182
"45-54",2001,"Male",18768,41104,59499,-1597,-0.0261391907817206,221.046178994687,97.3430623496883
"45-54",2002,"Male",18971,40969,58383,-1116,-0.0187566177582817,216.900100308355,95.5172357377747
"45-54",2003,"Male",19417,42079,58633,250,0.00428206841032492,217.828881376082,95.9262470755689
"45-54",2004,"Male",19799,41865,56801,-1832,-0.0312452032132076,211.022773711781,92.9290119922124
"45-54",2005,"Male",20152,43627,57252,451,0.00794000105631943,212.69829475796,93.6668684455933
"45-54",2006,"Male",20427,45693,58080,828,0.014462376860197,215.774417654271,95.021513996368
