"Age","Year","Sex","Num_thousands","median_current","median_2019","diff_real","rate_real","norm_first","norm_last"
"35-44",2019,"Female",18654,40001,40001,2386,0.063432141432939,299.11762506543,100
"45-54",1947,"Female",3268,1293,12982,NA,NA,100,32.0234835590419
"45-54",1948,"Female",3376,1310,12178,-804,-0.0619319057156062,93.8068094284394,30.0402081945781
"45-54",1949,"Female",3624,1165,10966,-1212,-0.0995237313187716,84.4708057310122,27.0504945854609
"45-54",1950,"Female",3841,1242,11546,580,0.0528907532372789,88.9385302726853,28.4812156195269
"45-54",1951,"Female",4008,1327,11433,-113,-0.00978693919972285,88.0680942843938,28.2024716939244
"45-54",1952,"Female",4147,1576,13334,1901,0.166273069185691,102.711446618395,32.8917832210957
"45-54",1953,"Female",4146,1696,14253,919,0.0689215539223039,109.790479124942,35.1587360319692
"45-54",1954,"Female",4465,1632,13594,-659,-0.0462358801655792,104.7142196888,33.5331409260219
"45-54",1955,"Female",4864,1725,14432,838,0.0616448433132264,111.169311354183,35.6002861442068
"45-54",1956,"Female",5145,1750,14417,-15,-0.00103935698447894,111.053766753967,35.5632847381534
"45-54",1957,"Female",5338,1818,14502,85,0.0058958174377471,111.708519488523,35.7729593724562
"45-54",1958,"Female",5606,1884,14625,123,0.00848158874637981,112.655985210291,36.0763709020943
"45-54",1959,"Female",5840,2033,15653,1028,0.0702905982905983,120.574641811739,38.612200596956
"45-54",1960,"Female",6205,2102,15924,271,0.0173129751485338,122.662147588969,39.2806926663213
"45-54",1961,"Female",6250,2094,15705,-219,-0.0137528259231349,120.97519642582,38.7404721379412
"45-54",1962,"Female",6466,2261,16790,1085,0.0690862782553327,129.332922508088,41.416907175806
"45-54",1963,"Female",6692,2311,16928,138,0.00821917808219178,130.395932830072,41.7573201114976
"45-54",1964,"Female",6706,2410,17416,488,0.02882797731569,134.154983823756,42.9610991884358
"45-54",1965,"Female",6760,2560,18220,804,0.0461644464859899,140.348174395317,44.9443745528997
"45-54",1966,"Female",6798,2758,19088,868,0.0476399560922064,147.034355261131,47.0855225831915
"45-54",1967,"Female",7247,3081,20677,1589,0.0832460184409053,159.274379910646,51.0052048644515
"45-54",1968,"Female",7580,3263,21072,395,0.0191033515500314,162.317054382992,51.9795752238585
"45-54",1969,"Female",7764,3558,21997,925,0.0438971146545178,169.442304729626,54.2613285971534
"45-54",1970,"Female",7884,3697,21783,-214,-0.00972859935445743,167.793868433215,53.7334418707911
"45-54",1971,"Female",7903,3919,22121,338,0.0155166873249782,170.397473424742,54.5672068871951
"45-54",1972,"Female",7869,4067,22289,168,0.00759459337281316,171.691572947158,54.9816226349935
"45-54",1973,"Female",8076,4303,22193,-96,-0.00430705729283503,170.952087505777,54.7448136362515
"45-54",1974,"Female",8334,4719,22126,-67,-0.0030189699454783,170.435988291481,54.5795406892129
"45-54",1975,"Female",8191,5066,21949,-177,-0.00799963843442104,169.072562008935,54.1429240977824
"45-54",1976,"Female",8388,5331,21840,-109,-0.00496605767916534,168.232937914035,53.8740472137941
"45-54",1977,"Female",8384,5670,21850,10,0.000457875457875458,168.309967647512,53.8987148178297
"45-54",1978,"Female",9306,5672,20455,-1395,-0.0638443935926774,157.564319827453,50.4575840548607
"45-54",1979,"Female",10431,5596,18433,-2022,-0.098851136641408,141.988907718379,45.4697945188584
"45-54",1980,"Female",10381,6403,18967,534,0.0289697824553789,146.102295486058,46.7870445743605
"45-54",1981,"Female",10285,7030,19028,61,0.00321611219486477,146.572176860268,46.9375169589778
"45-54",1982,"Female",10169,7502,19149,121,0.00635904982131596,147.504236635341,47.2359949678088
"45-54",1983,"Female",10325,8205,20086,937,0.0489320591153585,154.721922662148,49.5473494659464
"45-54",1984,"Female",10409,8903,20924,838,0.0417206014139201,161.17701432753,51.6144946841313
"45-54",1985,"Female",10612,9619,21856,932,0.0445421525520933,168.356185487598,53.9135153802511
"45-54",1986,"Female",10791,10380,23180,1324,0.0605783308931186,178.554922199969,57.1795061545672
"45-54",1987,"Female",11180,11263,24315,1135,0.0489646246764452,187.297796949623,59.9792792126101
"45-54",1988,"Female",11687,12020,25044,729,0.0299814929056138,192.913264520105,61.7775475468068
"45-54",1989,"Female",12007,13143,26237,1193,0.0476361603577703,202.102911723925,64.7203927082562
"45-54",1990,"Female",12278,14230,27072,835,0.0318252849029996,208.534894469265,66.7801376452305
"45-54",1991,"Female",12945,14724,27029,-43,-0.00158835697399527,208.203666615314,66.6740669478773
"45-54",1992,"Female",13331,15852,28393,1364,0.0504643161049243,218.710522261593,70.0387281383359
"45-54",1993,"Female",13999,16324,28520,127,0.00447293346951713,219.688799876752,70.3520067095883
"45-54",1994,"Female",14666,17051,29180,660,0.0231416549789621,224.772762286243,71.9800685759392
"45-54",1995,"Female",15139,17723,29617,437,0.0149760109664154,228.138961639193,73.0580428722958
"45-54",1996,"Female",15693,19046,31002,1385,0.0467636830198872,238.807579725774,76.4745060312292
"45-54",1997,"Female",16231,20534,32717,1715,0.055319011676666,252.018179017101,80.705000123338
"45-54",1998,"Female",16915,21588,33937,1220,0.037289482532017,261.41580650131,83.7144478156837
"45-54",1999,"Female",17923,22568,34738,801,0.0236025576804078,267.585888152827,85.6903228989368
"45-54",2000,"Female",18387,23732,35331,593,0.0170706430997755,272.15375134802,87.1531118182491
"45-54",2001,"Female",18713,24135,34936,-395,-0.0111799835838216,269.111076875674,86.1787414588421
"45-54",2002,"Female",19094,25165,35862,926,0.0265056102587589,276.244030195656,88.4629615925405
"45-54",2003,"Female",19303,25866,36042,180,0.0050192404216162,277.630565398244,88.9069784651817
"45-54",2004,"Female",19593,26232,35590,-452,-0.0125409244769991,274.148821445078,87.7920027627716
"45-54",2005,"Female",19919,26476,34745,-845,-0.0237426243326777,267.639808966261,85.7075902217618
"45-54",2006,"Female",20135,27844,35393,648,0.0186501654914376,272.631335695579,87.3060509632699
"45-54",2007,"Female",20243,29453,36405,1012,0.0285932246489419,280.426744723463,89.8024124916747
"45-54",2008,"Female",20490,28236,33610,-2795,-0.07677516824612,258.896934216608,82.9078171637189
"45-54",2009,"Female",20418,28617,34182,572,0.0170187444213032,263.303034971499,84.3188041145564
"45-54",2010,"Female",20289,27673,32518,-1664,-0.04868059212451,250.485287320906,80.2141148030292
"45-54",2011,"Female",19954,28460,32421,-97,-0.00298296328187465,249.738098906178,79.9748390438837
"45-54",2012,"Female",19757,29784,33226,805,0.0248295857623145,255.938992451086,81.9605811687511
"45-54",2013,"Female",19816,30241,33243,17,0.000511647504965991,256.069942997997,82.0025160956116
"45-54",2014,"Female",19502,30675,33159,-84,-0.00252684775742262,255.422893236789,81.7953082217124
"45-54",2015,"Female",19484,31846,34365,1206,0.0363702162308875,264.71267909413,84.7702212684082
"45-54",2016,"Female",19167,32423,34542,177,0.00515058926233086,266.076105376675,85.2068378598387
"45-54",2017,"Female",19170,35444,36966,2424,0.0701754385964912,284.74811277153,91.186265078073
"45-54",2018,"Female",18604,36894,37562,596,0.0161229237677866,289.339084886766,92.6564542785959
"45-54",2019,"Female",18628,40539,40539,2977,0.0792556306905915,312.270836542906,100
"55-64",1947,"Female",2180,962,9658,NA,NA,100,29.7462116545522
"55-64",1948,"Female",2452,857,7967,-1691,-0.175088009939946,82.4911990060054,24.5380066527042
"55-64",1949,"Female",2583,1000,9412,1445,0.181373164302749,97.4528887968523,28.9885425649871
"55-64",1950,"Female",2765,918,8534,-878,-0.0932851678708032,88.3619797059433,26.2843415054823
"55-64",1951,"Female",2686,968,8340,-194,-0.0227325990157019,86.3532822530545,25.6868301096464
"55-64",1952,"Female",3001,1175,9941,1601,0.191966426858513,102.930213294678,30.6178391031169
"55-64",1953,"Female",3036,1170,9833,-108,-0.0108640981792576,101.811969351833,30.2852038930639
"55-64",1954,"Female",3143,1195,9954,121,0.0123055018814197,103.064816732243,30.6578785265492
"55-64",1955,"Female",3537,1257,10517,563,0.0565601768133414,108.894180989853,32.3918935567328
"55-64",1956,"Female",3732,1364,11237,720,0.0684605876200437,116.349140608822,34.6094616237526
"55-64",1957,"Female",3954,1342,10705,-532,-0.0473435970454748,110.84075377925,32.9709252186768
"55-64",1958,"Female",4101,1326,10294,-411,-0.0383932741709482,106.585214330089,31.7050634470864
"55-64",1959,"Female",4241,1431,11018,724,0.0703322323683699,114.081590391385,33.9349513367008
"55-64",1960,"Female",4599,1415,10719,-299,-0.0271374115084407,110.985711327397,33.0140445977578
"55-64",1961,"Female",4921,1480,11100,381,0.0355443604813882,114.930627459101,34.1875076998891
"55-64",1962,"Female",5027,1669,12394,1294,0.116576576576577,128.328846552081,38.1729703092276
"55-64",1963,"Female",5291,1774,12994,600,0.0484105212199451,134.541312901222,40.0209436984107
"55-64",1964,"Female",5464,1910,13803,809,0.06225950438664,142.91778836198,42.5126278181594
"55-64",1965,"Female",5521,2019,14370,567,0.0410780265159748,148.788569061918,44.2589626709375
"55-64",1966,"Female",5771,2214,15323,953,0.0663187195546277,158.656036446469,47.1941604040902
"55-64",1967,"Female",6046,2352,15785,462,0.0301507537688442,163.439635535308,48.6170999137612
"55-64",1968,"Female",6225,2576,16636,851,0.0539119417168198,172.250983640505,51.2381421707527
"55-64",1969,"Female",6501,2791,17255,619,0.0372084635729743,178.660178090702,53.1446347172601
"55-64",1970,"Female",6715,2946,17358,103,0.00596928426543031,179.726651480638,53.4618701490699
"55-64",1971,"Female",6811,3081,17391,33,0.00190114068441065,180.068337129841,53.5635086854749
"55-64",1972,"Female",7014,3209,17586,195,0.0112126962221839,182.087388693311,54.1641000369595
"55-64",1973,"Female",7119,3431,17696,110,0.00625497554873195,183.22634085732,54.5028951583097
"55-64",1974,"Female",7328,3623,16987,-709,-0.0400655515370705,175.885276454753,52.3192066034249
"55-64",1975,"Female",7508,3900,16897,-90,-0.00529816918820274,174.953406502381,52.0420105950474
"55-64",1976,"Female",7659,4054,16609,-288,-0.0170444457596023,171.971422654794,51.1549833682395
"55-64",1977,"Female",7875,4533,17469,860,0.0517791558793425,180.875957755229,53.8037452260687
"55-64",1978,"Female",8758,4473,16131,-1338,-0.0765928215696376,167.022157796645,49.6827645681902
"55-64",1979,"Female",10235,4386,14447,-1684,-0.104395263777819,149.585835576724,44.4961192558827
"55-64",1980,"Female",10407,4926,14592,145,0.0100366858171247,151.0871816111,44.9427128249353
"55-64",1981,"Female",10558,5375,14548,-44,-0.00301535087719298,150.631600745496,44.8071947763952
"55-64",1982,"Female",10543,5907,15078,530,0.0364311245532032,156.119279353903,46.4395712701737
"55-64",1983,"Female",10653,6129,15004,-74,-0.0049078127072556,155.353075170843,46.2116545521744
"55-64",1984,"Female",10702,6837,16068,1064,0.0709144228205812,166.369848829986,49.488727362326
"55-64",1985,"Female",10603,7173,16298,230,0.0143141647996017,168.751294263823,50.1971171615129
"55-64",1986,"Female",10448,7377,16474,176,0.0107988710271199,170.573617726237,50.7391893556733
"55-64",1987,"Female",10502,7541,16280,-194,-0.0117761320869249,168.564920273349,50.1416779598374
"55-64",1988,"Female",10397,8377,17454,1174,0.0721130221130221,180.7206460965,53.7575458913392
"55-64",1989,"Female",10315,9163,18292,838,0.0480119170390741,189.397390764133,56.3385487248984
"55-64",1990,"Female",10354,9400,17883,-409,-0.0223595014213864,185.162559536136,55.0788468646051
"55-64",1991,"Female",10205,9902,18177,294,0.0164401945982218,188.206668047215,55.9843538253049
"55-64",1992,"Female",9925,10133,18150,-27,-0.00148539362931177,187.927107061503,55.9011950227917
"55-64",1993,"Female",10005,10829,18919,769,0.0423691460055096,195.889418098985,58.2696809165948
"55-64",1994,"Female",10011,10867,18597,-322,-0.0170199270574555,192.555394491613,57.2779351977332
"55-64",1995,"Female",10014,12381,20690,2093,0.112545034145292,214.226547939532,63.7242823703339
"55-64",1996,"Female",10220,13316,21675,985,0.0476075398743354,224.425346862704,66.7580386842429
"55-64",1997,"Female",10607,14376,22905,1230,0.0567474048442907,237.160902878443,70.5463841320685
"55-64",1998,"Female",10968,14675,23069,164,0.00716000873171797,238.858977013875,71.0514968584452
"55-64",1999,"Female",11537,15942,24539,1470,0.0637218778447267,254.079519569269,75.5790316619441
"55-64",2000,"Female",11748,16920,25189,650,0.0264884469619789,260.809691447505,77.5810028335592
"55-64",2001,"Female",12377,17823,25799,610,0.0242169200841637,267.125698902464,79.4597757792288
"55-64",2002,"Female",12926,19165,27311,1512,0.0586069227489438,282.781114102299,84.1166687199704
"55-64",2003,"Female",13424,20368,28381,1070,0.0391783530445608,293.860012424933,87.4122212640138
"55-64",2004,"Female",14078,20802,28223,-158,-0.00556710475317994,292.224062952992,86.9255882715289
"55-64",2005,"Female",14635,22122,29031,808,0.0286291322680084,300.590184303168,89.4141924356289
"55-64",2006,"Female",15073,24186,30743,1712,0.0589714443181427,318.316421619383,94.6870765060983
"55-64",2007,"Female",15601,25262,31225,482,0.0156783658068503,323.307102919859,96.1716151287421
"55-64",2008,"Female",16138,25515,30371,-854,-0.0273498799039231,314.464692482916,93.5413330048047
"55-64",2009,"Female",16694,25112,29996,-375,-0.0123473049948964,310.581901014703,92.3863496365652
"55-64",2010,"Female",17628,25465,29924,-72,-0.00240032004267236,309.836405052806,92.1645928298632
"55-64",2011,"Female",17867,25923,29531,-393,-0.0131332709530811,305.767239594119,90.9541702599483
"55-64",2012,"Female",18097,26684,29767,236,0.00799160204530832,308.210809691447,91.681039793027
"55-64",2013,"Female",18839,26327,28940,-827,-0.0277824436456479,299.647960240215,89.1339164716028
"55-64",2014,"Female",18996,26848,29022,82,0.00283344851416724,300.496997307931,89.3864728347912
"55-64",2015,"Female",19476,27877,30082,1060,0.0365240162635242,311.472354524746,92.6512258223482
"55-64",2016,"Female",19711,29853,31804,1722,0.0572435343394721,329.30213294678,97.9549094493039
"55-64",2017,"Female",19745,29531,30799,-1005,-0.0315997987674506,318.896251811969,94.8595540224221
"55-64",2018,"Female",19798,30616,31171,372,0.0120783142309815,322.747980948437,96.0052975237157
"55-64",2019,"Female",19895,32468,32468,1297,0.0416091880273331,336.177262373162,100
"65+",1947,"Female",2605,551,5532,NA,NA,100,25.3586981434793
"65+",1948,"Female",2853,589,5476,-56,-0.0101229211858279,98.9877078814172,25.1019940407976
"65+",1949,"Female",3125,516,4857,-619,-0.113038714390066,87.7982646420824,22.2644969057988
"65+",1950,"Female",3328,531,4936,79,0.0162651842701256,89.2263195950832,22.6266330506532
"65+",1951,"Female",3524,536,4618,-318,-0.0644246353322528,83.4779464931309,21.1689204675682
"65+",1952,"Female",4086,654,5533,915,0.198137721957557,100.018076644975,25.3632821453129
"65+",1953,"Female",4179,659,5538,5,0.000903668895716609,100.108459869848,25.3862021544809
"65+",1954,"Female",4531,694,5781,243,0.0438786565547129,104.501084598698,26.5001146000458
"65+",1955,"Female",4890,700,5857,76,0.0131465144438678,105.874909616775,26.8484987393995
"65+",1956,"Female",5508,738,6080,223,0.0380740993682773,109.906001446132,27.8707311482925
"65+",1957,"Female",5680,741,5911,-169,-0.0277960526315789,106.851048445409,27.0960348384139
"65+",1958,"Female",5949,776,6024,113,0.0191169006936221,108.893709327549,27.6140270456108
"65+",1959,"Female",6289,797,6136,112,0.0185922974767596,110.918293564714,28.1274352509741
"65+",1960,"Female",6571,821,6219,83,0.0135267275097784,112.418655097614,28.507907403163
"65+",1961,"Female",7198,854,6405,186,0.02990834539315,115.780911062907,29.3605317442127
"65+",1962,"Female",7491,920,6832,427,0.0666666666666667,123.499638467101,31.3179005271602
"65+",1963,"Female",7583,920,6739,-93,-0.0136124121779859,121.818510484454,30.8915883566353
"65+",1964,"Female",7972,952,6880,141,0.020922985606173,124.367317425886,31.537932615173
"65+",1965,"Female",8128,984,7003,123,0.0178779069767442,126.590744757773,32.1017648407059
"65+",1966,"Female",8453,1085,7509,506,0.0722547479651578,135.737527114967,34.4212697685079
"65+",1967,"Female",8643,1123,7537,28,0.00372885870288987,136.243673174259,34.5496218198487
"65+",1968,"Female",8791,1311,8466,929,0.123258590951307,153.036876355748,38.8081595232638
"65+",1969,"Female",9067,1397,8637,171,0.020198440822112,156.127982646421,39.5920238368095
"65+",1970,"Female",9337,1522,8968,331,0.0383234919532245,162.111352133044,41.1093284437314
"65+",1971,"Female",9789,1706,9630,662,0.0738180196253345,174.078091106291,44.1439376575751
"65+",1972,"Female",10101,1899,10407,777,0.0806853582554517,188.123644251627,47.7057070822828
"65+",1973,"Female",10546,2119,10929,522,0.0501585471317383,197.559652928416,50.0985560394224
"65+",1974,"Female",11096,2439,11436,507,0.0463903376338183,206.724511930586,52.422644969058
"65+",1975,"Female",11432,2699,11694,258,0.0225603357817419,211.388286334056,53.605317442127
"65+",1976,"Female",11788,2816,11537,-157,-0.0134256883872071,208.55025307303,52.8856291542517
"65+",1977,"Female",12322,3097,11935,398,0.0344977030423854,215.744757772957,54.7100618840248
"65+",1978,"Female",13208,3380,12189,254,0.021281943862589,220.336225596529,55.8743983497593
"65+",1979,"Female",13977,3761,12389,200,0.0164082369349413,223.951554591468,56.7911987164795
"65+",1980,"Female",14324,4226,12518,129,0.0104124626684962,226.283441793203,57.382534953014
"65+",1981,"Female",14707,4706,12738,220,0.0175746924428823,230.260303687636,58.3910153564061
"65+",1982,"Female",14989,5365,13694,956,0.0750510284189041,247.541576283442,62.7733211093284
"65+",1983,"Female",15265,5599,13706,12,0.000876296188111582,247.758496023138,62.8283291313316
"65+",1984,"Female",15584,6020,14148,442,0.0322486502261783,255.748373101952,64.8544579417832
"65+",1985,"Female",15805,6313,14344,196,0.0138535482046932,259.291395516992,65.7529223011689
"65+",1986,"Female",16126,6425,14348,4,0.000278862242052426,259.363702096891,65.7712583085033
"65+",1987,"Female",16466,6896,14887,539,0.0375662113186507,269.10701373825,68.2420352968141
"65+",1988,"Female",16728,7103,14800,-87,-0.00584402498824478,267.534345625452,67.8432271372909
"65+",1989,"Female",17060,7655,15282,482,0.0325675675675676,276.247288503254,70.0527160210864
"65+",1990,"Female",17285,8044,15304,22,0.00143960214631593,276.644974692697,70.1535640614256
"65+",1991,"Female",17539,8189,15032,-272,-0.0177731312075274,271.728127259581,68.9067155626862
"65+",1992,"Female",17641,8183,14657,-375,-0.0249467802022352,264.949385394071,67.1877148750859
"65+",1993,"Female",17655,8499,14849,192,0.0130995428805349,268.420101229212,68.0678432271373
"65+",1994,"Female",17847,8950,15317,468,0.0315172738904977,276.879971077368,70.2131560852624
"65+",1995,"Female",17990,9355,15633,316,0.0206306718025723,282.592190889371,71.6617006646803
"65+",1996,"Female",18026,9626,15669,36,0.0023028209556707,283.24295010846,71.8267247306899
"65+",1997,"Female",18093,10062,16032,363,0.0231667623970898,289.804772234273,73.490717396287
"65+",1998,"Female",18193,10504,16513,481,0.03000249500998,298.499638467101,75.6956222782489
"65+",1999,"Female",18924,10958,16867,354,0.0214376551807667,304.898770788142,77.3183589273436
"65+",2000,"Female",18956,11023,16410,-457,-0.027094326199087,296.637744034707,75.223470089388
"65+",2001,"Female",18969,11313,16376,-34,-0.00207190737355271,296.023138105568,75.0676140270456
"65+",2002,"Female",19061,11406,16254,-122,-0.00744992672203224,293.817787418655,74.5083658033463
"65+",2003,"Female",19225,11845,16505,251,0.015442352651655,298.355025307303,75.6589502635801
"65+",2004,"Female",19350,12081,16391,-114,-0.00690699787943048,296.294287780188,75.1363740545496
"65+",2005,"Female",19598,12495,16397,6,0.000366054542126777,296.402747650036,75.1638780655512
"65+",2006,"Female",19757,13603,17291,894,0.0545221686893944,312.563268257411,79.2619757047903
"65+",2007,"Female",20167,14021,17331,40,0.0023133422011451,313.286334056399,79.4453357781343
"65+",2008,"Female",20593,14559,17330,-1,-5.77000750100975e-05,313.268257411424,79.4407517763007
"65+",2009,"Female",20901,15282,18254,924,0.0533179457587998,329.97107736804,83.6763694705478
"65+",2010,"Female",21495,15087,17729,-525,-0.0287608195464008,320.480838756327,81.2697685079074
"65+",2011,"Female",22276,15362,17500,-229,-0.0129166901686502,316.341287057122,80.2200320880128
"65+",2012,"Female",23045,16040,17894,394,0.0225142857142857,323.463485177151,82.0261288104515
"65+",2013,"Female",23790,17366,19090,1196,0.0668380462724936,345.083152566884,87.508595003438
"65+",2014,"Female",24482,17375,18782,-308,-0.0161341016238869,339.515545914678,86.096722438689
"65+",2015,"Female",25266,18250,19694,912,0.048557129166223,356.001446131598,90.2773321109328
"65+",2016,"Female",25896,18380,19581,-113,-0.0057377881588301,353.958785249458,89.759339903736
"65+",2017,"Female",26802,19180,20004,423,0.0216025739237015,361.605206073753,91.6983726793491
"65+",2018,"Female",27648,20431,20801,797,0.0398420315936813,376.012292118583,95.3518221407289
"65+",2019,"Female",28516,21815,21815,1014,0.0487476563626749,394.342010122921,100
"65-74",1987,"Female",9629,6986,15082,NA,NA,100,61.7355710192386
"65-74",1988,"Female",9744,7256,15118,36,0.00238695133271449,100.238695133271,61.8829308227589
"65-74",1989,"Female",9850,7948,15867,749,0.0495435904220135,105.204879989391,64.9488334015555
"65-74",1990,"Female",9914,8190,15581,-286,-0.0180248314111048,103.308579763957,63.7781416291445
"65-74",1991,"Female",10007,8135,14933,-648,-0.0415891149476927,99.0120673650709,61.1256651657798
"65-74",1992,"Female",9956,8215,14714,-219,-0.0146655059264716,97.5600053043363,60.2292263610315
"65-74",1993,"Female",9930,8647,15107,393,0.0267092564904173,100.165760509216,61.8379042161277
"65-74",1994,"Female",9875,8826,15104,-3,-0.000198583438141259,100.14586924811,61.825624232501
"65-74",1995,"Female",9826,9277,15503,399,0.026416843220339,102.791406975202,63.4588620548506
"65-74",1996,"Female",9642,9656,15718,215,0.013868283558021,104.216947354462,64.3389275480966
"65-74",1997,"Female",9571,10141,16158,440,0.0279933833821097,107.134332316669,66.1399918133442
"65-74",1998,"Female",9545,10453,16432,274,0.0169575442505261,108.951067497679,67.2615636512485
"65-74",1999,"Female",9731,10978,16898,466,0.0283592989289192,112.040843389471,69.1690544412607
"65-74",2000,"Female",9643,10908,16239,-659,-0.0389986980707776,107.67139636653,66.4715513712648
"65-74",2001,"Female",9563,11201,16214,-25,-0.00153950366401872,107.505635857313,66.3692181743758
"65-74",2002,"Female",9485,11279,16073,-141,-0.00869618847909214,106.570746585334,65.7920589439214
"65-74",2003,"Female",9521,12143,16920,847,0.0526970696198594,112.186712637581,69.2591076545231
"65-74",2004,"Female",9526,12287,16670,-250,-0.0147754137115839,110.529107545418,68.2357756856324
"65-74",2005,"Female",9625,12840,16850,180,0.0107978404319136,111.722583211776,68.9725747032337
"65-74",2006,"Female",9781,14079,17896,1046,0.0620771513353116,118.658002917385,73.2541956610725
"65-74",2007,"Female",10142,14442,17851,-45,-0.00251452838623156,118.359634000796,73.0699959066721
"65-74",2008,"Female",10514,14831,17654,-197,-0.011035796313932,117.053441188171,72.2636103151862
"65-74",2009,"Female",10733,16108,19241,1587,0.0898946414410332,127.575918313221,78.7597216537045
"65-74",2010,"Female",11239,16106,18926,-315,-0.0163712904734681,125.487335897096,77.4703233729022
"65-74",2011,"Female",11886,16474,18767,-159,-0.00840114128711825,124.43309905848,76.8194842406877
"65-74",2012,"Female",12537,17236,19228,461,0.02456439494858,127.489722848429,78.7065083913221
"65-74",2013,"Female",13118,19280,21194,1966,0.102246723528188,140.525129293197,86.7539909946787
"65-74",2014,"Female",13753,19139,20689,-505,-0.0238274983485892,137.176767007028,84.6868604175194
"65-74",2015,"Female",14290,19811,21378,689,0.0333027212528397,141.745126641029,87.5071633237822
"65-74",2016,"Female",14814,20122,21437,59,0.00275984657124146,142.136321442779,87.7486696684404
"65-74",2017,"Female",15393,20690,21578,141,0.00657741288426552,143.071210714759,88.3258288988948
"65-74",2018,"Female",15863,22038,22437,859,0.0398090647882102,148.766741811431,91.8419975440033
"65-74",2019,"Female",16341,24430,24430,1993,0.0888264919552525,161.981169606153,100
"75+",1987,"Female",6837,6798,14676,NA,NA,100,74.7859763554831
"75+",1988,"Female",6983,6944,14468,-208,-0.0141727991278277,98.5827200872172,73.7260497350183
"75+",1989,"Female",7211,7377,14727,259,0.0179015758916229,100.347506132461,75.0458622095393
"75+",1990,"Female",7370,7891,15012,285,0.0193522102261153,102.289452166803,76.4981655116184
"75+",1991,"Female",7532,8241,15128,116,0.0077271516120437,103.079858272009,77.0892784345699
"75+",1992,"Female",7684,8151,14600,-528,-0.0349021681649921,99.4821477241755,74.3986954749287
"75+",1993,"Female",7724,8365,14614,14,0.000958904109589041,99.577541564459,74.4700366897676
"75+",1994,"Female",7972,9062,15508,894,0.0611742165047215,105.669119651131,79.025682837342
"75+",1995,"Female",8163,9427,15754,246,0.0158627805003869,107.345325701826,80.279249898084
"75+",1996,"Female",8384,9598,15623,-131,-0.00831534848292497,106.452711910602,79.6116999592336
"75+",1997,"Female",8522,9996,15927,304,0.0194584906868079,108.5241210139,81.1608234814513
"75+",1998,"Female",8648,10545,16577,650,0.0408112011050418,112.953120741346,84.4730941704036
"75+",1999,"Female",9192,10943,16844,267,0.0161066537974302,114.772417552467,85.833673053404
"75+",2000,"Female",9313,11110,16540,-304,-0.0180479696034196,112.701008449169,84.2845495311863
"75+",2001,"Female",9407,11396,16496,-44,-0.0026602176541717,112.401199236849,84.0603342845495
"75+",2002,"Female",9575,11503,16392,-104,-0.00630455868089234,111.692559280458,83.5303709743172
"75+",2003,"Female",9704,11634,16211,-181,-0.011041971693509,110.459253202507,82.6080309824705
"75+",2004,"Female",9824,11942,16202,-9,-0.000555178582444019,110.397928590897,82.5621687729311
"75+",2005,"Female",9973,12291,16130,-72,-0.00444389581533144,109.90733169801,82.1952710966164
"75+",2006,"Female",9975,13302,16908,778,0.0482331060136392,115.208503679477,86.1598043212393
"75+",2007,"Female",10025,13697,16930,22,0.00130115921457298,115.358408285636,86.2719119445577
"75+",2008,"Female",10079,14378,17115,185,0.0109273479031305,116.618969746525,87.2146351406441
"75+",2009,"Female",10168,14713,17574,459,0.0268185801928133,119.746524938675,89.5536078271504
"75+",2010,"Female",10256,14393,16913,-661,-0.037612381927848,115.242572908149,86.1852833265389
"75+",2011,"Female",10391,14590,16621,-292,-0.0172648258735884,113.252929953666,84.6973094170404
"75+",2012,"Female",10508,14916,16640,19,0.00114313218217917,113.382393022622,84.794129637179
"75+",2013,"Female",10672,15782,17349,709,0.0426081730769231,118.213409648406,88.4070525886669
"75+",2014,"Female",10729,15962,17254,-95,-0.00547581993198455,117.566094303625,87.9229514879739
"75+",2015,"Female",10976,16675,17994,740,0.0428886055407442,122.608340147179,91.6938442723196
"75+",2016,"Female",11082,16953,18061,67,0.00372346337668112,123.064867811393,92.0352629433347
"75+",2017,"Female",11409,17782,18545,484,0.02679807319639,126.362769146907,94.5016306563392
"75+",2018,"Female",11785,18884,19226,681,0.0367214882717714,131.002998092123,97.9718711781492
"75+",2019,"Female",12175,19624,19624,398,0.0207011338812025,133.714908694467,100
